Month of Order Date	Category	Country/Region	State	Sales	City	Customer ID	Customer Name	Number of Records	Order Date	Order ID	Postal Code	Product ID	Product Name	Profit	Quantity	Quantity (bin)	Region	Row ID	Sales Agent ID	Ship Date	Ship Mode	Sub-Category
August 2016	Office Supplies	United States	Colorado	$15.55	Denver	AP-10915	Arthur Prichep	1	8/23/2016	CA-124737-2016_08_23	80219	OFF-PA-10001837	Xerox 1976	$5	3	2	West	7020	5	8/27/2016	Standard Class	Paper
February 2016	Office Supplies	United States	Oregon	$22.78	Medford	JH-15430	Jennifer Halladay	1	2/24/2016	US-137680-2016_02_24	97504	OFF-PA-10000069	TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack	$7	3	2	West	5513	36	3/2/2016	Standard Class	Paper
November 2016	Office Supplies	United States	Oregon	$15.55	Tigard	NW-18400	Natalie Webber	1	11/26/2016	CA-168984-2016_11_26	97224	OFF-PA-10001166	Xerox 2	$5	3	2	West	1636	36	12/2/2016	Standard Class	Paper
December 2016	Office Supplies	United States	California	$51.45	Moreno Valley	CD-12790	Cynthia Delaney	1	12/27/2016	CA-166961-2016_12_27	92553	OFF-ST-10004507	Advantus Rolling Storage Box	$15	3	2	West	7778	4	12/31/2016	Standard Class	Storage
March 2016	Office Supplies	United States	Colorado	$636.41	Denver	KT-16480	Kean Thornton	1	3/10/2016	US-140116-2016_03_10	80219	OFF-ST-10000078	Tennsco 6- and 18-Compartment Lockers	$191	3	2	West	2101	5	3/17/2016	Standard Class	Storage
December 2016	Office Supplies	United States	Oregon	$39.07	Salem	TB-21250	Tim Brockman	1	12/8/2016	CA-129364-2016_12_08	97301	OFF-ST-10001031	Adjustable Personal File Tote	$12	3	2	West	3672	36	12/13/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Washington	$57.93	Seattle	BN-11515	Bradley Nguyen	1	9/17/2016	CA-103940-2016_09_17	98103	OFF-ST-10000943	Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black	$17	3	2	West	3926	46	9/21/2016	Standard Class	Storage
March 2016	Office Supplies	United States	Washington	$15.84	Seattle	Dl-13600	Dorris liebe	1	3/30/2016	CA-133424-2016_03_30	98105	OFF-ST-10002957	Sterilite Show Offs Storage Containers	$5	3	2	West	5284	46	4/4/2016	Standard Class	Storage
December 2016	Office Supplies	United States	California	$11.91	San Diego	CK-12595	Clytie Kelty	1	12/26/2016	CA-106264-2016_12_26	92024	OFF-SU-10002189	Acme Rosewood Handle Letter Opener	$4	3	2	West	3293	4	12/30/2016	Standard Class	Supplies
September 2016	Office Supplies	United States	California	$43.92	Los Angeles	MA-17995	Michelle Arnett	1	9/20/2016	CA-133704-2016_09_20	90004	OFF-AP-10001366	Staple holder	$13	4	4	West	4241	4	9/26/2016	Standard Class	Appliances
April 2016	Office Supplies	United States	California	$13.12	Los Angeles	JL-15835	John Lee	1	4/18/2016	CA-110849-2016_04_18	90049	OFF-AR-10002375	Newell 351	$4	4	4	West	3534	4	4/23/2016	Standard Class	Art
January 2016	Office Supplies	United States	California	$36.44	San Diego	EJ-13720	Ed Jacobs	1	1/27/2016	US-117163-2016_01_27	92037	OFF-AR-10003179	Dixon Ticonderoga Core-Lock Colored Pencils	$11	4	4	West	3797	4	2/2/2016	Standard Class	Art
December 2016	Office Supplies	United States	California	$11.76	San Jose	KM-16660	Khloe Miller	1	12/22/2016	CA-133543-2016_12_22	95123	OFF-AR-10003394	Newell 332	$4	4	4	West	6146	4	12/26/2016	Standard Class	Art
March 2016	Office Supplies	United States	Colorado	$83.17	Denver	KT-16480	Kean Thornton	1	3/10/2016	US-140116-2016_03_10	80219	OFF-AR-10001044	BOSTON Ranger #55 Pencil Sharpener, Black	$25	4	4	West	2102	5	3/17/2016	Standard Class	Art
August 2016	Office Supplies	United States	California	$17.86	San Francisco	BD-11605	Brian Dahlen	1	8/15/2016	US-164406-2016_08_15	94122	OFF-BI-10002309	Avery Heavy-Duty EZD  Binder With Locking Rings	$5	4	4	West	9825	4	8/19/2016	Standard Class	Binders
December 2016	Office Supplies	United States	Oregon	$6.46	Salem	TB-21250	Tim Brockman	1	12/8/2016	CA-129364-2016_12_08	97301	OFF-BI-10001132	"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""	$2	4	4	West	3666	36	12/13/2016	Standard Class	Binders
March 2016	Office Supplies	United States	Utah	$33.09	Logan	JF-15295	Jason Fortune-	1	3/14/2016	CA-114510-2016_03_14	84321	OFF-BI-10001617	GBC Wire Binding Combs	$10	4	4	West	4677	43	3/19/2016	Standard Class	Binders
May 2016	Office Supplies	United States	Washington	$136.96	Seattle	MM-17260	Magdelene Morse	1	5/28/2016	CA-108861-2016_05_28	98105	OFF-BI-10003876	"Green Canvas Binder for 8-1/2"" x 14"" Sheets"	$41	4	4	West	8439	46	6/1/2016	Standard Class	Binders
July 2016	Office Supplies	United States	Washington	$11.26	Seattle	CL-12565	Clay Ludtke	1	7/12/2016	CA-131310-2016_07_12	98115	OFF-BI-10003094	Self-Adhesive Ring Binder Labels	$3	4	4	West	2983	46	7/18/2016	Standard Class	Binders
September 2016	Office Supplies	United States	California	$8.72	Los Angeles	AP-10915	Arthur Prichep	1	9/29/2016	CA-146969-2016_09_29	90045	OFF-FA-10001561	Stockwell Push Pins	$3	4	4	West	1143	4	10/3/2016	Standard Class	Fasteners
October 2016	Office Supplies	United States	Washington	$29.24	Seattle	JD-16015	Joy Daniels	1	10/4/2016	CA-102085-2016_10_04	98115	OFF-LA-10002475	Avery 519	$9	4	4	West	4948	46	10/9/2016	Standard Class	Labels
August 2016	Office Supplies	United States	California	$25.92	Los Angeles	JM-15265	Janet Molinari	1	8/25/2016	CA-104178-2016_08_25	90036	OFF-PA-10004983	Xerox 23	$8	4	4	West	5946	4	8/29/2016	Standard Class	Paper
December 2016	Office Supplies	United States	California	$49.12	Los Angeles	RL-19615	Rob Lucas	1	12/5/2016	CA-133830-2016_12_05	90045	OFF-PA-10001363	Xerox 1933	$15	4	4	West	7570	4	12/10/2016	Standard Class	Paper
February 2016	Office Supplies	United States	California	$34.24	San Diego	DB-13270	Deborah Brumfield	1	2/4/2016	CA-107181-2016_02_04	92024	OFF-PA-10000350	"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"	$10	4	4	West	1545	4	2/8/2016	Standard Class	Paper
December 2016	Office Supplies	United States	California	$21.12	San Francisco	AJ-10795	Anthony Johnson	1	12/29/2016	CA-110786-2016_12_29	94110	OFF-PA-10000528	Xerox 1981	$6	4	4	West	4039	4	1/2/2017	Standard Class	Paper
December 2016	Office Supplies	United States	Idaho	$25.92	Caldwell	SH-19975	Sally Hughsby	1	12/10/2016	US-112991-2016_12_10	83605	OFF-PA-10000019	Xerox 1931	$8	4	4	West	6000	11	12/14/2016	Standard Class	Paper
December 2016	Office Supplies	United States	Idaho	$91.36	Caldwell	SH-19975	Sally Hughsby	1	12/10/2016	US-112991-2016_12_10	83605	OFF-PA-10002222	"Xerox Color Copier Paper, 11"" x 17"", Ream"	$27	4	4	West	6001	11	12/14/2016	Standard Class	Paper
February 2016	Office Supplies	United States	Oregon	$32.90	Medford	JH-15430	Jennifer Halladay	1	2/24/2016	US-137680-2016_02_24	97504	OFF-PA-10000174	"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"	$10	4	4	West	5512	36	3/2/2016	Standard Class	Paper
November 2016	Office Supplies	United States	Washington	$25.92	Seattle	HR-14830	Harold Ryan	1	11/24/2016	CA-127131-2016_11_24	98103	OFF-PA-10001800	Xerox 220	$8	4	4	West	1187	46	11/30/2016	Standard Class	Paper
August 2016	Office Supplies	United States	California	$48.84	Los Angeles	JM-15265	Janet Molinari	1	8/25/2016	CA-104178-2016_08_25	90036	OFF-ST-10004258	Portable Personal File Box	$15	4	4	West	5947	4	8/29/2016	Standard Class	Storage
October 2016	Office Supplies	United States	California	$405.64	Los Angeles	GG-14650	Greg Guthrie	1	10/31/2016	CA-106439-2016_10_31	90049	OFF-ST-10001963	Tennsco Regal Shelving Units	$122	4	4	West	2065	4	11/4/2016	Standard Class	Storage
July 2016	Office Supplies	United States	California	$23.92	Los Angeles	GH-14410	Gary Hansen	1	7/9/2016	CA-114125-2016_07_09	90049	OFF-ST-10001505	"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"	$7	4	4	West	8175	4	7/13/2016	Standard Class	Storage
September 2016	Office Supplies	United States	California	$56.65	San Francisco	DP-13390	Dennis Pardue	1	9/8/2016	CA-168592-2016_09_08	94110	OFF-AP-10004785	Holmes Replacement Filter for HEPA Air Cleaner, Medium Room	$17	5	4	West	3450	4	9/14/2016	Standard Class	Appliances
April 2016	Office Supplies	United States	California	$21.40	Los Angeles	MH-17290	Marc Harrigan	1	4/26/2016	CA-116785-2016_04_26	90036	OFF-AR-10003504	Newell 347	$6	5	4	West	7197	4	4/30/2016	Standard Class	Art
April 2016	Office Supplies	United States	California	$10.75	Los Angeles	JL-15835	John Lee	1	4/18/2016	CA-110849-2016_04_18	90049	OFF-AR-10000657	Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box	$3	5	4	West	3535	4	4/23/2016	Standard Class	Art
January 2016	Office Supplies	United States	California	$19.90	San Francisco	BD-11605	Brian Dahlen	1	1/13/2016	CA-157147-2016_01_13	94109	OFF-AR-10003514	4009 Highlighters by Sanford	$6	5	4	West	4940	4	1/18/2016	Standard Class	Art
July 2016	Office Supplies	United States	California	$99.20	San Francisco	ME-18010	Michelle Ellison	1	7/21/2016	CA-116932-2016_07_21	94122	OFF-AR-10002067	Newell 334	$30	5	4	West	1871	4	7/25/2016	Standard Class	Art
March 2016	Office Supplies	United States	Washington	$20.65	Seattle	CM-12715	Craig Molinari	1	3/7/2016	CA-104563-2016_03_07	98103	OFF-AR-10000390	Newell Chalk Holder	$6	5	4	West	9641	46	3/12/2016	Standard Class	Art
December 2016	Office Supplies	United States	Arizona	$551.99	Phoenix	MF-17665	Maureen Fritzler	1	12/30/2016	US-169789-2016_12_30	85023	OFF-BI-10004600	Ibico Ibimaster 300 Manual Binding System	$166	5	4	West	3724	2	1/4/2017	Standard Class	Binders
August 2016	Office Supplies	United States	Arizona	$9.35	Phoenix	RD-19720	Roger Demir	1	8/9/2016	CA-161249-2016_08_09	85023	OFF-BI-10001097	Avery Hole Reinforcements	$3	5	4	West	7434	2	8/13/2016	Standard Class	Binders
April 2016	Office Supplies	United States	California	$16.52	Los Angeles	AA-10375	Allen Armold	1	4/21/2016	CA-158064-2016_04_21	90008	OFF-BI-10002976	ACCOHIDE Binder by Acco	$5	5	4	West	1173	4	4/25/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Washington	$137.24	Seattle	BN-11515	Bradley Nguyen	1	9/17/2016	CA-103940-2016_09_17	98103	OFF-BI-10002735	GBC Prestige Therm-A-Bind Covers	$41	5	4	West	3928	46	9/21/2016	Standard Class	Binders
February 2016	Office Supplies	United States	Washington	$21.36	Seattle	BF-11020	Barry Franzšsisch	1	2/15/2016	CA-165568-2016_02_15	98105	OFF-BI-10001031	Pressboard Data Binders by Wilson Jones	$6	5	4	West	7438	46	2/19/2016	Standard Class	Binders
September 2016	Office Supplies	United States	California	$78.35	San Francisco	HF-14995	Herbert Flentye	1	9/21/2016	CA-153969-2016_09_21	94109	OFF-EN-10004483	#10 White Business Envelopes,4 1/8 x 9 1/2	$24	5	4	West	3163	4	9/25/2016	Standard Class	Envelopes
February 2016	Office Supplies	United States	California	$12.35	San Diego	CD-12790	Cynthia Delaney	1	2/2/2016	CA-139857-2016_02_02	92037	OFF-FA-10001843	Staples	$4	5	4	West	1704	4	2/6/2016	Standard Class	Fasteners
November 2016	Office Supplies	United States	California	$30.40	San Francisco	AH-10210	Alan Hwang	1	11/29/2016	CA-153983-2016_11_29	94122	OFF-FA-10003495	Staples	$9	5	4	West	4417	4	12/6/2016	Standard Class	Fasteners
June 2016	Office Supplies	United States	Washington	$17.90	Seattle	GH-14425	Gary Hwang	1	6/17/2016	CA-144414-2016_06_17	98105	OFF-FA-10000624	OIC Binder Clips	$5	5	4	West	6817	46	6/21/2016	Standard Class	Fasteners
October 2016	Office Supplies	United States	California	$14.45	Vallejo	DF-13135	David Flashing	1	10/4/2016	CA-153479-2016_10_04	94591	OFF-LA-10004689	Avery 512	$4	5	4	West	2724	4	10/8/2016	Standard Class	Labels
December 2016	Office Supplies	United States	Oregon	$11.52	Salem	TB-21250	Tim Brockman	1	12/8/2016	CA-129364-2016_12_08	97301	OFF-LA-10004409	Avery 492	$3	5	4	West	3670	36	12/13/2016	Standard Class	Labels
November 2016	Office Supplies	United States	California	$21.40	Los Angeles	PL-18925	Paul Lucas	1	11/1/2016	CA-168305-2016_11_01	90049	OFF-PA-10004947	Easy-staple paper	$6	5	4	West	5897	4	11/8/2016	Standard Class	Paper
July 2016	Office Supplies	United States	California	$32.40	San Francisco	DS-13030	Darrin Sayre	1	7/9/2016	CA-113271-2016_07_09	94122	OFF-PA-10002365	Xerox 1967	$10	5	4	West	9246	4	7/14/2016	Standard Class	Paper
September 2016	Office Supplies	United States	Oregon	$40.24	Springfield	JA-15970	Joseph Airdo	1	9/17/2016	CA-131947-2016_09_17	97477	OFF-PA-10000246	Riverleaf Stik-Withit Designer Note Cubes	$12	5	4	West	7600	36	9/22/2016	Standard Class	Paper
July 2016	Office Supplies	United States	Arizona	$55.92	Phoenix	PB-19150	Philip Brown	1	7/14/2016	US-150532-2016_07_14	85023	OFF-ST-10000760	Eldon Fold 'N Roll Cart System	$17	5	4	West	2996	2	7/21/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Arizona	$79.40	Tempe	ON-18715	Odella Nelson	1	9/13/2016	CA-140039-2016_09_13	85281	OFF-ST-10001034	Eldon File Chest Portable File	$24	5	4	West	3699	2	9/17/2016	Standard Class	Storage
October 2016	Office Supplies	United States	California	$80.30	Los Angeles	GG-14650	Greg Guthrie	1	10/31/2016	CA-106439-2016_10_31	90049	OFF-ST-10003996	Letter/Legal File Tote with Clear Snap-On Lid, Black Granite	$24	5	4	West	2061	4	11/4/2016	Standard Class	Storage
January 2016	Office Supplies	United States	California	$1,325.85	San Francisco	BD-11605	Brian Dahlen	1	1/13/2016	CA-157147-2016_01_13	94109	OFF-ST-10000078	Tennsco 6- and 18-Compartment Lockers	$398	5	4	West	4938	4	1/18/2016	Standard Class	Storage
September 2016	Office Supplies	United States	California	$169.45	San Jose	SE-20110	Sanjit Engle	1	9/22/2016	CA-158225-2016_09_22	95123	OFF-ST-10000675	File Shuttle II and Handi-File, Black	$51	5	4	West	8233	4	9/28/2016	Standard Class	Storage
November 2016	Office Supplies	United States	Oregon	$443.92	Portland	ND-18370	Natalie DeCherney	1	11/1/2016	CA-148915-2016_11_01	97206	OFF-ST-10001128	Carina Mini System Audio Rack, Model AR050B	$133	5	4	West	2832	36	11/5/2016	Standard Class	Storage
November 2016	Office Supplies	United States	Oregon	$669.08	Tigard	NW-18400	Natalie Webber	1	11/26/2016	CA-168984-2016_11_26	97224	OFF-ST-10001097	Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers	$201	5	4	West	1637	36	12/2/2016	Standard Class	Storage
March 2016	Office Supplies	United States	Washington	$204.90	Seattle	CM-12715	Craig Molinari	1	3/7/2016	CA-104563-2016_03_07	98103	OFF-ST-10000934	"Contico 72""H Heavy-Duty Storage System"	$61	5	4	West	9642	46	3/12/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Washington	$807.75	Seattle	EB-14170	Evan Bailliet	1	9/29/2016	CA-111962-2016_09_29	98115	OFF-ST-10000046	Fellowes Super Stor/Drawer Files	$242	5	4	West	9731	46	10/4/2016	Standard Class	Storage
December 2016	Office Supplies	United States	California	$51.15	Anaheim	MD-17350	Maribeth Dona	1	12/28/2016	CA-143371-2016_12_28	92804	OFF-SU-10002537	Acme Box Cutter Scissors	$15	5	4	West	9944	4	1/3/2017	Standard Class	Supplies
July 2016	Office Supplies	United States	California	$40.70	San Francisco	NC-18535	Nick Crebassa	1	7/23/2016	CA-145254-2016_07_23	94122	OFF-SU-10004664	Acme Softgrip Scissors	$12	5	4	West	9423	4	7/27/2016	Standard Class	Supplies
December 2016	Office Supplies	United States	Oregon	$13.88	Salem	TB-21250	Tim Brockman	1	12/8/2016	CA-129364-2016_12_08	97301	OFF-SU-10000432	Acco Side-Punched Conventional Columnar Pads	$4	5	4	West	3668	36	12/13/2016	Standard Class	Supplies
May 2016	Office Supplies	United States	California	$107.94	Los Angeles	SN-20710	Steve Nguyen	1	5/6/2016	US-154879-2016_05_06	90004	OFF-AR-10001897	Model L Table or Wall-Mount Pencil Sharpener	$32	6	6	West	4411	4	5/11/2016	Standard Class	Art
July 2016	Office Supplies	United States	California	$19.68	Los Angeles	AB-10255	Alejandro Ballentine	1	7/22/2016	CA-122679-2016_07_22	90008	OFF-AR-10004757	Crayola Colored Pencils	$6	6	6	West	9484	4	7/28/2016	Standard Class	Art
March 2016	Office Supplies	United States	California	$25.44	San Francisco	CA-12265	Christina Anderson	1	3/25/2016	CA-128237-2016_03_25	94110	OFF-AR-10000034	BIC Brite Liner Grip Highlighters, Assorted, 5/Pack	$8	6	6	West	9310	4	3/30/2016	Standard Class	Art
December 2016	Office Supplies	United States	Arizona	$946.76	Phoenix	RP-19390	Resi Pšlking	1	12/27/2016	CA-148383-2016_12_27	85023	OFF-BI-10003650	GBC DocuBind 300 Electric Binding Machine	$284	6	6	West	9232	2	12/31/2016	Standard Class	Binders
July 2016	Office Supplies	United States	California	$180.96	Los Angeles	DP-13390	Dennis Pardue	1	7/5/2016	CA-107139-2016_07_05	90004	OFF-BI-10001670	Vinyl Sectional Post Binders	$54	6	6	West	3791	4	7/11/2016	Standard Class	Binders
April 2016	Office Supplies	United States	California	$18.29	Los Angeles	AG-10300	Aleksandra Gannaway	1	4/26/2016	CA-147298-2016_04_26	90049	OFF-BI-10001525	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"	$5	6	6	West	2616	4	5/3/2016	Standard Class	Binders
July 2016	Office Supplies	United States	California	$41.90	Los Angeles	GH-14410	Gary Hansen	1	7/9/2016	CA-114125-2016_07_09	90049	OFF-BI-10003291	Wilson Jones Leather-Like Binders with DublLock Round Rings	$13	6	6	West	8174	4	7/13/2016	Standard Class	Binders
July 2016	Office Supplies	United States	California	$14.30	San Francisco	DS-13030	Darrin Sayre	1	7/9/2016	CA-113271-2016_07_09	94122	OFF-BI-10002609	Avery Hidden Tab Dividers for Binding Systems	$4	6	6	West	9243	4	7/14/2016	Standard Class	Binders
July 2016	Office Supplies	United States	California	$196.70	San Francisco	EB-13705	Ed Braxton	1	7/8/2016	CA-100090-2016_07_08	94122	OFF-BI-10001597	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	$59	6	6	West	6289	4	7/12/2016	Standard Class	Binders
December 2016	Office Supplies	United States	California	$88.80	Brentwood	AI-10855	Arianne Irving	1	12/29/2016	CA-102330-2016_12_29	94513	OFF-LA-10003923	Alphabetical Labels for Top Tab Filing	$27	6	6	West	7693	4	1/3/2017	Standard Class	Labels
April 2016	Office Supplies	United States	California	$18.90	San Francisco	PK-18910	Paul Knutson	1	4/4/2016	CA-105172-2016_04_04	94109	OFF-LA-10001641	Avery 518	$6	6	6	West	1561	4	4/9/2016	Standard Class	Labels
August 2016	Office Supplies	United States	Colorado	$31.10	Denver	AP-10915	Arthur Prichep	1	8/23/2016	CA-124737-2016_08_23	80219	OFF-PA-10000019	Xerox 1931	$9	6	6	West	7024	5	8/27/2016	Standard Class	Paper
January 2016	Office Supplies	United States	Nevada	$40.08	Las Vegas	IM-15055	Ionia McGrath	1	1/23/2016	CA-102645-2016_01_23	89115	OFF-PA-10001804	Xerox 195	$12	6	6	West	9156	27	1/28/2016	Standard Class	Paper
September 2016	Office Supplies	United States	Oregon	$148.70	Springfield	JA-15970	Joseph Airdo	1	9/17/2016	CA-131947-2016_09_17	97477	OFF-PA-10003039	Xerox 1960	$45	6	6	West	7602	36	9/22/2016	Standard Class	Paper
December 2016	Office Supplies	United States	Arizona	$100.70	Mesa	DM-12955	Dario Medina	1	12/9/2016	CA-101175-2016_12_09	85204	OFF-ST-10004950	Acco Perma 3000 Stacking Storage Drawers	$30	6	6	West	4565	2	12/14/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Washington	$485.88	Pasco	MC-17275	Marc Crier	1	9/8/2016	CA-107818-2016_09_08	99301	OFF-ST-10000736	Carina Double Wide Media Storage Towers in Natural & Black	$146	6	6	West	4853	46	9/14/2016	Standard Class	Storage
November 2016	Office Supplies	United States	Washington	$485.88	Seattle	HR-14830	Harold Ryan	1	11/24/2016	CA-127131-2016_11_24	98103	OFF-ST-10002344	"Carina 42""Hx23 3/4""W Media Storage Unit"	$146	6	6	West	1186	46	11/30/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Washington	$92.52	Seattle	MC-18130	Mike Caudle	1	9/19/2016	CA-132787-2016_09_19	98115	OFF-ST-10001321	Decoflex Hanging Personal Folder File, Blue	$28	6	6	West	7378	46	9/23/2016	Standard Class	Storage
May 2016	Office Supplies	United States	California	$41.04	San Jose	GM-14680	Greg Matthias	1	5/10/2016	CA-103310-2016_05_10	95123	OFF-SU-10004737	Acme Design Stainless Steel Bent Scissors	$12	6	6	West	9199	4	5/15/2016	Standard Class	Supplies
November 2016	Office Supplies	United States	Oregon	$51.02	Springfield	SE-20110	Sanjit Engle	1	11/25/2016	US-107993-2016_11_25	97477	OFF-AR-10003179	Dixon Ticonderoga Core-Lock Colored Pencils	$15	7	6	West	6362	36	11/30/2016	Standard Class	Art
April 2016	Office Supplies	United States	California	$18.09	Redondo Beach	KN-16450	Kean Nguyen	1	4/12/2016	CA-154599-2016_04_12	90278	OFF-BI-10002764	Recycled Pressboard Report Cover with Reinforced Top Hinge	$5	7	6	West	2796	4	4/17/2016	Standard Class	Binders
November 2016	Office Supplies	United States	California	$123.14	San Francisco	LH-16900	Lena Hernandez	1	11/7/2016	CA-123323-2016_11_07	94110	OFF-BI-10003684	Wilson Jones Legal Size Ring Binders	$37	7	6	West	4729	4	11/12/2016	Standard Class	Binders
November 2016	Office Supplies	United States	Washington	$12.10	Seattle	HR-14830	Harold Ryan	1	11/24/2016	CA-127131-2016_11_24	98103	OFF-BI-10004656	Peel & Stick Add-On Corner Pockets	$4	7	6	West	1185	46	11/30/2016	Standard Class	Binders
August 2016	Office Supplies	United States	Washington	$2,060.74	Seattle	JH-15985	Joseph Holt	1	8/9/2016	CA-169726-2016_08_09	98103	OFF-BI-10004600	Ibico Ibimaster 300 Manual Binding System	$618	7	6	West	3629	46	8/13/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Washington	$43.18	Seattle	DB-13615	Doug Bickford	1	9/30/2016	CA-137351-2016_09_30	98105	OFF-BI-10003910	DXL Angle-View Binders with Locking Rings by Samsill	$13	7	6	West	3048	46	10/4/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Oregon	$21.73	Gresham	CL-12565	Clay Ludtke	1	9/10/2016	CA-125731-2016_09_10	97030	OFF-EN-10003072	Peel & Seel Envelopes	$7	7	6	West	7525	36	9/16/2016	Standard Class	Envelopes
December 2016	Office Supplies	United States	Oregon	$27.89	Salem	TB-21250	Tim Brockman	1	12/8/2016	CA-129364-2016_12_08	97301	OFF-LA-10001569	Avery 499	$8	7	6	West	3665	36	12/13/2016	Standard Class	Labels
March 2016	Office Supplies	United States	California	$1,856.19	Burbank	SC-20050	Sample Company A	1	3/18/2016	US-131275-2016_03_18	91505	OFF-ST-10000078	Tennsco 6- and 18-Compartment Lockers	$557	7	6	West	7330	4	3/24/2016	Standard Class	Storage
April 2016	Office Supplies	United States	Montana	$87.08	Great Falls	MM-18055	Michelle Moray	1	4/11/2016	CA-110555-2016_04_11	59405	OFF-ST-10000876	Eldon Simplefile Box Office	$26	7	6	West	8358	25	4/18/2016	Standard Class	Storage
December 2016	Office Supplies	United States	Washington	$269.36	Seattle	AS-10630	Ann Steele	1	12/7/2016	CA-101392-2016_12_07	98103	OFF-ST-10000532	Advantus Rolling Drawer Organizers	$81	7	6	West	8091	46	12/13/2016	Standard Class	Storage
November 2016	Office Supplies	United States	Arizona	$47.99	Avondale	PB-19150	Philip Brown	1	11/30/2016	CA-146843-2016_11_30	85323	OFF-SU-10001664	Acme Office Executive Series Stainless Steel Trimmers	$14	7	6	West	9195	2	12/6/2016	Standard Class	Supplies
May 2016	Office Supplies	United States	California	$31.84	San Diego	BT-11530	Bradley Talbott	1	5/21/2016	CA-104780-2016_05_21	92037	OFF-AR-10003514	4009 Highlighters by Sanford	$10	8	8	West	3079	4	5/25/2016	Standard Class	Art
September 2016	Office Supplies	United States	Washington	$303.84	Pasco	MC-17275	Marc Crier	1	9/8/2016	CA-107818-2016_09_08	99301	OFF-AR-10000380	Hunt PowerHouse Electric Pencil Sharpener, Blue	$91	8	8	West	4852	46	9/14/2016	Standard Class	Art
May 2016	Office Supplies	United States	California	$140.74	Los Angeles	HP-14815	Harold Pawlan	1	5/6/2016	CA-121664-2016_05_06	90049	OFF-BI-10003684	Wilson Jones Legal Size Ring Binders	$42	8	8	West	1335	4	5/10/2016	Standard Class	Binders
April 2016	Office Supplies	United States	Arizona	$49.79	Chandler	PC-19000	Pauline Chand	1	4/8/2016	US-163797-2016_04_08	85224	OFF-FA-10001883	Alliance Super-Size Bands, Assorted Sizes	$15	8	8	West	6381	2	4/13/2016	Standard Class	Fasteners
August 2016	Office Supplies	United States	California	$20.88	San Diego	ED-13885	Emily Ducich	1	8/9/2016	CA-110527-2016_08_09	92037	OFF-LA-10000262	Avery 494	$6	8	8	West	1741	4	8/16/2016	Standard Class	Labels
November 2016	Office Supplies	United States	California	$39.84	San Diego	RD-19900	Ruben Dartt	1	11/10/2016	CA-158372-2016_11_10	92037	OFF-LA-10000407	Avery White Multi-Purpose Labels	$12	8	8	West	3208	4	11/16/2016	Standard Class	Labels
November 2016	Office Supplies	United States	California	$62.24	San Diego	RD-19900	Ruben Dartt	1	11/10/2016	CA-158372-2016_11_10	92037	OFF-PA-10002137	Southworth 100% RŽsumŽ Paper, 24lb.	$19	8	8	West	3206	4	11/16/2016	Standard Class	Paper
December 2016	Office Supplies	United States	California	$26.46	Los Angeles	RL-19615	Rob Lucas	1	12/5/2016	CA-133830-2016_12_05	90045	OFF-AR-10003045	Prang Colored Pencils	$8	9	8	West	7569	4	12/10/2016	Standard Class	Art
December 2016	Office Supplies	United States	California	$274.77	San Francisco	AJ-10795	Anthony Johnson	1	12/29/2016	CA-110786-2016_12_29	94110	OFF-LA-10001474	Avery 477	$82	9	8	West	4043	4	1/2/2017	Standard Class	Labels
November 2016	Office Supplies	United States	California	$53.82	Los Angeles	SP-20920	Susan Pistek	1	11/22/2016	CA-135090-2016_11_22	90036	OFF-PA-10002245	Xerox 1895	$16	9	8	West	3971	4	11/26/2016	Standard Class	Paper
September 2016	Office Supplies	United States	California	$38.52	San Francisco	HF-14995	Herbert Flentye	1	9/21/2016	CA-153969-2016_09_21	94109	OFF-PA-10000327	Xerox 1971	$12	9	8	West	3165	4	9/25/2016	Standard Class	Paper
August 2016	Office Supplies	United States	Colorado	$223.06	Denver	AP-10915	Arthur Prichep	1	8/23/2016	CA-124737-2016_08_23	80219	OFF-PA-10001125	Xerox 1988	$67	9	8	West	7025	5	8/27/2016	Standard Class	Paper
